"accept_language","http_user_agent","http_method",status,"_tc","len_al","len_ua"
"ru-RU,ru;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,35,101
"ru-RU,ru;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,35,109
"ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3","Mozilla/5.0 (Windows NT 5.1; rv:48.0) Gecko/20100101 Firefox/48.0",GET,302,590479,35,65
"ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3","Mozilla/5.0 (Windows NT 5.1; rv:48.0) Gecko/20100101 Firefox/48.0",GET,301,590479,35,65
"ru-RU","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15",GET,200,590479,5,64
"ru-RU","Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16",GET,200,590479,5,57
"ru-RU","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 YaBrowser/1.7.1364.21027 Safari/537.22",GET,200,590479,5,134
"ru-RU","Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1",GET,200,590479,5,67
"ru-RU","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 YaBrowser/13.10.1500.9323 Safari/537.36",GET,200,590479,5,127
"ru,en-US;q=0.8,en;q=0.6,uk;q=0.4,it;q=0.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36",GET,200,590479,41,114
"ru,by;q=0.7,en;q=0.7,kz;q=0.7,ua;q=0.7,*;q=0.1","Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)",GET,301,590479,46,87
"pt-br","Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1",GET,200,590479,5,125
"pt-BR,pt;q=0.8,en-US;q=0.5,en;q=0.3","Mozilla/5.0 (Windows NT 10.0; rv:50.0) Gecko/20100101 Firefox/50.0",GET,200,590479,35,66
"pt-BR,en,*","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",GET,200,590479,10,109
"pt-BR","Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; Microsoft; RM-1032) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537",GET,200,590479,5,205
"pt-BR","Mozilla/4.0 (compatible; Win32; WinHttp.WinHttpRequest.5)",GET,301,590479,5,57
"pl,en-US;q=0.7,en;q=0.3","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",GET,200,590479,23,73
"nl-nl","Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",GET,200,590479,5,125
"nl-nl","Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1",GET,200,590479,5,125
"nl-nl","Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Mobile/14C92 [FBAN/FBIOS;FBAV/75.0.0.48.61;FBBV/45926345;FBRV/0;FBDV/iPad5,3;FBMD/iPad;FBSN/iOS;FBSV/10.2;FBSS/2;FBCR/;FBID/tablet;FBLC/nl_NL;FBOP/5]",GET,200,590479,5,236
"nl-NL,nl;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G900F Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",GET,200,590479,35,165
"nl-NL,nl,en-US,en","Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/17.1.129017588 Mobile/14B100 Safari/600.1.4",GET,200,590479,17,144
"nl-BE","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",GET,200,590479,5,128
"nl,en-US;q=0.7,en;q=0.3","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",GET,200,590479,23,72
"nb-NO,nb;q=0.8,no;q=0.6,nn;q=0.4,en-US;q=0.2,en;q=0.2","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,53,108
"ko-kr","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",GET,200,590479,5,119
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/22.0.141836113 Mobile/13G36 Safari/600.1.4",GET,302,590479,5,142
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/21.4.141508723 Mobile/13G36 Safari/600.1.4",GET,302,590479,5,142
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/21.4.141508723 Mobile/13G36 Safari/600.1.4",GET,200,590479,5,142
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko) CriOS/55.0.2883.79 Mobile/13F69 Safari/601.1.46",GET,200,590479,5,141
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E233 Safari/601.1",GET,200,590479,5,133
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1",GET,302,590479,5,133
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H321 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.12",GET,200,590479,5,148
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",GET,200,590479,5,138
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",GET,200,590479,5,136
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/21.4.141508723 Mobile/14B100 Safari/600.1.4",GET,302,590479,5,144
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/21.1.139288856 Mobile/14B100 Safari/600.1.4",GET,302,590479,5,144
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/21.1.139288856 Mobile/14B100 Safari/600.1.4",GET,200,590479,5,144
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/22.0.141836113 Mobile/14B72 Safari/600.1.4",GET,200,590479,5,141
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/21.4.141508723 Mobile/14A551 Safari/600.1.4",GET,302,590479,5,144
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/21.4.141508723 Mobile/14A551 Safari/600.1.4",GET,200,590479,5,144
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/19.0.133715217 Mobile/14A456 Safari/600.1.4",GET,302,590479,5,144
"ja-jp","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/19.0.133715217 Mobile/14A456 Safari/600.1.4",GET,200,590479,5,144
"ja-jp","Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4",GET,200,590479,5,127
"ja-jp","Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F69 Safari/600.1.4",GET,200,590479,5,124
"ja-jp","Mozilla/5.0 (iPad; CPU OS 10_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/21.4.141508723 Mobile/14B100 Safari/600.1.4",GET,200,590479,5,135
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4,ko;q=0.2","Mozilla/5.0 (Linux; Android 5.1.1; SM-N920S Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,44,137
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,35,109
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 7.1.1; Nexus 5X Build/N4F26I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,137
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 6.0.1; SH-01H Build/S8250) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",GET,200,590479,35,134
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 6.0.1; 502SO Build/35.0.C.2.307) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,140
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 6.0.1; 404SC Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,134
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.1.1; SH-02H Build/S2030) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,134
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.1.1; SC-01H Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.5 Chrome/38.0.2125.102 Mobile Safari/537.36",GET,200,590479,35,155
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.1.1; SC-01H Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,135
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.1.1; DM-01H Build/S7270) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36",GET,200,590479,35,134
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.0; SCL22 Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",GET,200,590479,35,152
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.0.2; SOT21 Build/23.1.G.2.151) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36",GET,200,590479,35,133
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.0.2; SO-02G Build/23.1.B.1.317) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,302,590479,35,141
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.0.2; SO-02G Build/23.1.B.1.197) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,141
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.0.2; SHV32 Build/S5231) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,133
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 5.0.2; SH-04G Build/S9231) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,302,590479,35,134
"ja-JP,ja;q=0.8,en-US;q=0.6,en;q=0.4","Mozilla/5.0 (Linux; Android 4.3; 6050F Build/JLS36C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,35,132
"ja-JP,ja;q=0.5","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",GET,200,590479,14,61
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 6.0; SOV32 Build/32.1.C.0.364; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36",GET,200,590479,17,134
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 6.0; SOV31 Build/32.1.C.0.333) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",GET,200,590479,17,150
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 6.0; SO-03G Build/32.1.E.1.38) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",GET,200,590479,17,150
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 6.0; HUAWEI VNS-L22 Build/HUAWEIVNS-L22; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/54.0.2840.85 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.15",GET,200,590479,17,211
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 6.0.1; SH-03G Build/S7200; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.106 Mobile Safari/537.36 GSA/6.2.34.21.arm64",GET,200,590479,17,171
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 6.0.1; SH-01H Build/S8250; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.2704.81 Mobile Safari/537.36 GSA/5.14.32.21.arm64",GET,200,590479,17,171
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 6.0.1; KYV35 Build/202.0.2000; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.18",GET,200,590479,17,201
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 6.0.1; F-01H Build/V11R043D; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,17,152
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 5.1.1; SO-01H Build/32.0.B.0.478; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.18",GET,200,590479,17,204
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 5.1.1; M02 Build/V01R028A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/54.0.2840.85 Mobile Safari/537.36 GSA/5.12.34.21.arm64",GET,200,590479,17,171
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 5.0.2; SO-04G Build/23.1.B.1.317; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.18",GET,200,590479,17,204
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 5.0.2; SO-03G Build/28.0.B.1.229; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.1.2",GET,200,590479,17,203
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 5.0.2; SO-03F Build/23.1.B.1.317; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.18",GET,200,590479,17,204
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 5.0.2; SO-02G Build/23.1.B.1.317; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 GSA/5.14.32.16.arm",GET,200,590479,17,176
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 5.0.2; F-04G Build/V15R38A) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36",GET,200,590479,17,143
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 5.0.2; DM-01G Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.13",GET,200,590479,17,198
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 4.4.4; SO-01G Build/23.0.B.1.59) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/34.0.0.0 Mobile Safari/537.36",GET,302,590479,17,148
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 4.4.4; SHV31 Build/S1190) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.18",GET,200,590479,17,188
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 4.4.4; 404KC Build/107.0.2b10) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.18",GET,200,590479,17,193
"ja-JP,en-US;q=0.8","Mozilla/5.0 (Linux; Android 4.4.2; SH-01F Build/SA090) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36",GET,200,590479,17,142
"ja-JP, en-US;q=0.8","Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; SO-04E Build/10.3.1.B.0.256) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.18",GET,200,590479,18,192
"ja-JP, en-US","Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; WX10K Build/105.0.3200) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",GET,302,590479,12,140
"ja-JP, en-US","Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; WX10K Build/105.0.3200) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",GET,200,590479,12,140
"ja-JP, en-US","Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; 202F Build/V23R53C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.17",GET,200,590479,12,183
"ja-JP, en-US","Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; SonyEricssonIS12S Build/6.1.D.1.103) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",GET,200,590479,12,153
"ja-JP, en-US","Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; SBM200SH Build/S0028) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.1.14",GET,200,590479,12,185
"ja-JP","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MALNJS)",GET,302,590479,5,79
"ja-JP","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MALNJS)",GET,200,590479,5,79
"ja-JP","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)",GET,200,590479,5,64
"ja-JP","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MASPJS; rv:11.0) like Gecko",GET,200,590479,5,83
"ja-JP","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MAARJS; rv:11.0) like Gecko",GET,200,590479,5,83
"ja-JP","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MALNJS; rv:11.0) like Gecko",GET,200,590479,5,76
"ja-JP","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko",GET,200,590479,5,76
"ja-JP","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MALCJS; rv:11.0) like Gecko",GET,200,590479,5,76
"ja-JP","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; BOIE9;JAJP; rv:11.0) like Gecko",GET,200,590479,5,80
"ja-JP","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",GET,302,590479,5,61
"ja-JP","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; MALCJS; rv:11.0) like Gecko",GET,200,590479,5,69
"ja,en-US;q=0.8,en;q=0.6,zh-TW;q=0.4,zh;q=0.2","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",GET,200,590479,44,108
"ja,en-US;q=0.8,en;q=0.6,fr;q=0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,302,590479,32,114
"ja,en-US;q=0.8,en;q=0.6,fr;q=0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",GET,200,590479,32,114
"ja,en-US;q=0.8,en;q=0.6,fr;q=0.4","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",GET,200,590479,32,119
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (X11; U; Linux x86_64; ja-JP) AppleWebKit/537.36 (KHTML, like Gecko) Safari/537.36 Puffin/5.2.0IT Chrome/52.0.2623",GET,200,590479,23,126
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.52 Safari/537.36161.1483712617711",GET,200,590479,23,121
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 Sleipnir/4.5.4",GET,200,590479,23,124
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",GET,200,590479,23,120
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",GET,200,590479,23,120
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Linux; Android 6.0; SO-02H Build/32.1.F.1.67) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,23,138
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Linux; Android 6.0.1; SO-04H Build/35.0.B.2.360) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,23,141
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Linux; Android 6.0.1; SCV33 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,23,134
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 7 Build/MOB30X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36",GET,200,590479,23,129
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Linux; Android 6.0.1; F-01J Build/V13R044A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",GET,200,590479,23,136
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Linux; Android 5.0.1; SC-04E Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.91 Mobile Safari/537.36",GET,200,590479,23,135
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Linux; Android 4.4.4; SH-01G Build/S4020) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36",GET,200,590479,23,134
"ja,en-US;q=0.8,en;q=0.6","Mozilla/5.0 (Linux; Android 4.4.2; SO-05F Build/17.1.1.B.1.32) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36",GET,200,590479,23,135
